,word,obj_score,neg_score,pos_score,lstm
8,paranoid,0.25,0.75,0.0,0.6914688944816589
15,eerie,0.375,0.5,0.125,0.7083039879798889
7,tragedy,0.5,0.5,0.0,0.4941835105419159
13,effective,0.625,0.125,0.25,0.5895481705665588
28,less,0.5,0.375,0.125,0.31678274273872375
46,extra,0.5,0.5,0.0,0.5093076825141907
47,ordinary,0.125,0.5,0.375,0.4952932298183441
61,expects,0.5,0.25,0.25,0.5674547553062439
64,gripping,0.5,0.0,0.5,0.9227514863014221
66,welcome,0.75,0.0,0.25,0.2545539140701294
70,disappointment,0.25,0.75,0.0,0.6500200033187866
11,chance,0.5,0.0,0.5,0.5237485766410828
20,cheap,0.75,0.25,0.0,0.434383362531662
27,gave,0.875,0.125,0.0,0.6321755647659302
54,murdering,0.375,0.625,0.0,0.4736180901527405
61,greatest,0.125,0.0,0.875,0.23066990077495575
68,feelings,0.375,0.125,0.5,0.27373653650283813
69,morals,0.5,0.375,0.125,0.5723229050636292
75,self-preservation,0.75,0.25,0.0,0.48827502131462097
77,borne,0.875,0.0,0.125,0.43939244747161865
82,straggle,0.875,0.125,0.0,0.5093076825141907
99,unfortunately,0.125,0.875,0.0,0.49146386981010437
102,powerful,0.75,0.0,0.25,0.4502823054790497
103,kill,0.5,0.5,0.0,0.5448043942451477
105,gay,0.875,0.0,0.125,0.5471625924110413
1,fancy,0.625,0.375,0.0,0.5087949633598328
8,affecting,0.875,0.0,0.125,0.31719768047332764
9,pathos,0.0,0.875,0.125,0.4242454171180725
10,weirdly,0.875,0.0,0.125,0.4059809446334839
12,romance,0.75,0.0,0.25,0.48657163977622986
14,lurid,0.5,0.5,0.0,0.5093076825141907
16,classic,0.375,0.125,0.5,0.4158641993999481
1,spite,0.125,0.875,0.0,0.40662881731987
3,demented,0.5,0.5,0.0,0.37569406628608704
6,surprisingly,0.875,0.0,0.125,0.9180664420127869
2,insulting,0.375,0.625,0.0,0.5877311825752258
6,reviews,0.875,0.0,0.125,0.958712100982666
13,tainted,0.75,0.25,0.0,0.34069088101387024
15,awfulness,0.125,0.375,0.5,0.5093076825141907
20,horrid,0.125,0.875,0.0,0.9213362336158752
36,overactive,0.75,0.0,0.25,0.5093076825141907
38,scream,0.875,0.0,0.125,0.5844125747680664
52,abound,0.875,0.125,0.0,0.4637933373451233
55,congratulate,0.875,0.0,0.125,0.5038241744041443
59,knowing,0.625,0.25,0.125,0.768940806388855
66,finest,0.625,0.0,0.375,0.6542848348617554
77,speaking,0.875,0.0,0.125,0.7395371198654175
88,capable,0.875,0.0,0.125,0.4696044325828552
90,enjoying,0.625,0.0,0.375,0.5590090751647949
106,smirk,0.625,0.0,0.375,0.44405031204223633
118,kidding,0.875,0.125,0.0,0.4235374331474304
8,poor,0.0,0.875,0.125,0.5652372241020203
13,abused,0.5,0.125,0.375,0.6187604069709778
15,genius,0.5,0.0,0.5,0.5625107288360596
2,unpersuasive,0.25,0.75,0.0,0.5093076825141907
7,former,0.875,0.125,0.0,0.4118516445159912
10,sets,0.875,0.0,0.125,0.6258776783943176
0,fun,0.625,0.0,0.375,0.9258971810340881
6,jr,0.875,0.0,0.125,0.07738881558179855
10,comprehension,0.625,0.0,0.375,0.5093076825141907
11,level,0.75,0.25,0.0,0.6279650926589966
3,marred,0.625,0.375,0.0,0.26819083094596863
6,misanthropic,0.375,0.625,0.0,0.816085159778595
7,tone,0.875,0.125,0.0,0.6050975918769836
3,super,0.375,0.0,0.625,0.4001080095767975
2,mundane,0.875,0.0,0.125,0.8522729277610779
5,credit,0.375,0.25,0.375,0.9791290760040283
8,grimly,0.75,0.0,0.25,0.5093076825141907
3,familiar,0.625,0.125,0.25,0.5878490209579468
8,catchy,0.25,0.375,0.375,0.2907387614250183
11,generously,0.625,0.0,0.375,0.5129257440567017
2,negative,0.125,0.875,0.0,0.44295939803123474
12,quiet,0.25,0.625,0.125,0.6477827429771423
24,guilty,0.25,0.625,0.125,0.672417163848877
27,simple,0.5,0.375,0.125,0.3902990221977234
43,worry,0.25,0.5,0.25,0.4565574824810028
77,grooviest,0.125,0.0,0.875,0.5093076825141907
97,ultimate,0.875,0.125,0.0,0.6308748126029968
103,surrealistic,0.25,0.5,0.25,0.13568377494812012
111,worse,0.375,0.625,0.0,0.5650774836540222
113,surprises,0.375,0.25,0.375,0.33823999762535095
116,imaginable,0.875,0.125,0.0,0.13605688512325287
121,amazed,0.75,0.25,0.0,0.597846508026123
125,levels,0.75,0.25,0.0,0.6059188842773438
126,stupidity,0.125,0.75,0.125,0.6003817319869995
139,damn,0.75,0.25,0.0,0.5135042071342468
2,lovable,0.375,0.0,0.625,0.665215253829956
6,musical,0.5,0.125,0.375,0.6549693942070007
6,shrug,0.875,0.125,0.0,0.5551705956459045
6,bits,0.875,0.125,0.0,0.8710778951644897
7,standard,0.25,0.375,0.375,0.8551455140113831
8,issue,0.875,0.0,0.125,0.5198496580123901
12,h,0.75,0.25,0.0,0.34784507751464844
29,foul-mouthed,0.625,0.375,0.0,0.17233528196811676
34,knock-down,0.625,0.0,0.375,0.6199691295623779
38,two-faced,0.5,0.5,0.0,0.41636571288108826
66,diaz,0.625,0.0,0.375,0.568088710308075
4,strong,0.5,0.0,0.5,0.5777170658111572
38,recognizable,0.5,0.0,0.5,0.535061776638031
80,stolen,0.5,0.5,0.0,0.4046214520931244
1,noxious,0.25,0.5,0.25,0.5093076825141907
6,wearisome,0.75,0.25,0.0,0.5093076825141907
1,lush,0.75,0.25,0.0,0.39613011479377747
11,needs,0.75,0.125,0.125,0.38299059867858887
6,intimate,0.75,0.0,0.25,0.5315830707550049
8,emotional,0.625,0.0,0.375,0.5881012678146362
3,sorry,0.375,0.625,0.0,0.7216930389404297
0,fondest,0.375,0.0,0.625,0.5093076825141907
4,poisoned,0.5,0.5,0.0,0.5762997269630432
6,bogus,0.25,0.75,0.0,0.8456438779830933
7,sentiments,0.625,0.25,0.125,0.5444562435150146
68,hungry,0.75,0.125,0.125,0.5749894976615906
110,ok,0.625,0.0,0.375,0.3595367670059204
118,capture,0.875,0.125,0.0,0.3399696946144104
122,desperation,0.75,0.25,0.0,0.45452988147735596
123,passion,0.5,0.0,0.5,0.3489924371242523
132,smother,0.75,0.125,0.125,0.5093076825141907
137,rises,0.75,0.0,0.25,0.375995397567749
7,heart,0.875,0.125,0.0,0.5226147174835205
13,paranoiac,0.625,0.375,0.0,0.5093076825141907
17,hysteric,0.875,0.125,0.0,0.5093076825141907
38,main,0.625,0.0,0.375,0.9581941962242126
47,soft,0.75,0.25,0.0,0.7754913568496704
48,calm,0.625,0.0,0.375,0.5989882946014404
51,loser,0.625,0.375,0.0,0.4799453020095825
97,incredibly,0.5,0.5,0.0,0.8508418202400208
132,ill,0.125,0.75,0.125,0.4327870309352875
153,integrity,0.375,0.0,0.625,0.4845791459083557
157,acceptable,0.375,0.0,0.625,0.40227583050727844
178,desert,0.875,0.125,0.0,0.3190780580043793
5,prominent,0.625,0.125,0.25,0.6241313815116882
11,pretentious,0.5,0.125,0.375,0.462555468082428
19,likable,0.5,0.375,0.125,0.8593099117279053
17,rip-off,0.875,0.125,0.0,0.4698907434940338
1,inspire,0.875,0.0,0.125,0.5298398733139038
4,international,0.5,0.5,0.0,0.045838139951229095
4,faintest,0.5,0.25,0.25,0.5093076825141907
5,praise,0.0,0.0,1.0,0.2114725559949875
1,angst,0.875,0.125,0.0,0.8117194771766663
4,attractive,0.125,0.0,0.875,0.7069111466407776
6,pining,0.375,0.5,0.125,0.5093076825141907
9,canals,0.375,0.625,0.0,0.5093076825141907
8,unfavorably,0.75,0.125,0.125,0.5093076825141907
9,compared,0.875,0.125,0.0,0.5174158811569214
17,radically,0.75,0.0,0.25,0.5133349299430847
23,unfamiliar,0.375,0.625,0.0,0.08630044013261795
32,identical,0.375,0.5,0.125,0.4091331660747528
34,dialogue,0.75,0.0,0.25,0.4741685092449188
38,difference,0.125,0.625,0.25,0.6391507387161255
51,lecherous,0.0,0.875,0.125,0.5892436504364014
52,leering,0.5,0.375,0.125,0.9071639776229858
54,agent,0.5,0.0,0.5,0.5384267568588257
61,tired,0.75,0.0,0.25,0.46056199073791504
66,manic,0.375,0.625,0.0,0.5048426985740662
79,bored,0.875,0.0,0.125,0.3979714512825012
89,superb,0.125,0.0,0.875,0.8875788450241089
91,wicked,0.125,0.625,0.25,0.4893253445625305
96,polite,0.5,0.0,0.5,0.5093076825141907
97,mannered,0.625,0.375,0.0,0.4843203127384186
115,crucial,0.25,0.25,0.5,0.3884684443473816
123,recreates,0.75,0.0,0.25,0.5093076825141907
0,unintentionally,0.625,0.125,0.25,0.5093076825141907
1,comical,0.5,0.0,0.5,0.31594908237457275
10,enthralling,0.875,0.0,0.125,0.46948811411857605
14,freak,0.875,0.125,0.0,0.5033983588218689
3,wonderful,0.25,0.0,0.75,0.942234456539154
19,feeling,0.75,0.125,0.125,0.48376917839050293
34,hate,0.25,0.75,0.0,0.40253588557243347
43,lovelorn,0.25,0.75,0.0,0.5093076825141907
47,pitied,0.125,0.875,0.0,0.5093076825141907
55,horrible,0.375,0.625,0.0,0.6515741944313049
59,sad,0.125,0.75,0.125,0.48049309849739075
62,finds,0.375,0.0,0.625,0.4988842010498047
77,pathetic,0.0,0.875,0.125,0.6431185603141785
109,so-so,0.0,0.444,0.556,0.4106121063232422
27,bright,0.875,0.0,0.125,0.5822662711143494
35,bizarre,0.75,0.25,0.0,0.5264807343482971
41,perfectly,0.5,0.0,0.5,0.4868222773075104
43,strange,0.5,0.125,0.375,0.4287475049495697
69,treatment,0.5,0.5,0.0,0.5343064069747925
73,flat,0.375,0.25,0.375,0.5966292023658752
133,d,0.625,0.25,0.125,0.6871300935745239
141,rejects,0.5,0.5,0.0,0.3324733078479767
145,immigrant,0.875,0.125,0.0,0.34327447414398193
157,self-contained,0.75,0.0,0.25,0.5660842657089233
170,god-awful,0.25,0.625,0.125,0.421306312084198
184,crap,0.75,0.25,0.0,0.5655612349510193
188,difficult,0.25,0.75,0.0,0.6459483504295349
195,logical,0.375,0.0,0.625,0.4268774390220642
197,metaphors,0.5,0.5,0.0,0.48740944266319275
200,blatant,0.625,0.0,0.375,0.32424721121788025
210,cohesive,0.5,0.5,0.0,0.38908907771110535
214,drivel,0.75,0.0,0.25,0.4697081446647644
248,viewer,0.75,0.0,0.25,0.7685936093330383
250,disappointed,0.5,0.5,0.0,0.16328740119934082
256,immigration,0.75,0.25,0.0,0.5093076825141907
259,e,0.625,0.0,0.375,0.495861679315567
274,sadly,0.375,0.625,0.0,0.5155749320983887
277,destabilise,0.75,0.25,0.0,0.5093076825141907
301,liked,0.875,0.0,0.125,0.5093076825141907
306,hackneyed,0.625,0.375,0.0,0.6484683156013489
318,swearing,0.625,0.375,0.0,0.5093076825141907
319,nudity,0.5,0.375,0.125,0.48217856884002686
336,one-dimensional,0.875,0.125,0.0,0.49624377489089966
345,magnificence,0.875,0.0,0.125,0.8838693499565125
347,pleasant,0.25,0.125,0.625,0.5719987750053406
355,crow,0.875,0.125,0.0,0.2005419135093689
16,mind,0.875,0.0,0.125,0.7799401879310608
29,sensation,0.625,0.25,0.125,0.44818592071533203
59,proud,0.375,0.25,0.375,0.4459691643714905
69,inspiration,0.875,0.0,0.125,0.821700394153595
100,forward,0.75,0.0,0.25,0.684231162071228
109,failed,0.875,0.125,0.0,0.6209632158279419
125,dedication,0.125,0.0,0.875,0.49032801389694214
138,overwhelming,0.5,0.25,0.25,0.6378671526908875
140,precocious,0.5,0.25,0.25,0.2130407691001892
238,superbly,0.375,0.125,0.5,0.8656507730484009
265,large,0.625,0.125,0.25,0.672337532043457
298,clean,0.125,0.375,0.5,0.734634518623352
313,obvious,0.5,0.0,0.5,0.6192569136619568
316,willing,0.5,0.0,0.5,0.6045161485671997
325,missed,0.75,0.25,0.0,0.529657244682312
346,defined,0.375,0.125,0.5,0.7940986752510071
362,ignore,0.5,0.5,0.0,0.6356945037841797
365,ignoring,0.5,0.5,0.0,0.525825023651123
371,unsuccessful,0.5,0.5,0.0,0.18634743988513947
391,bold,0.375,0.125,0.5,0.5631122589111328
399,sympathy,0.875,0.0,0.125,0.0394863523542881
400,emotion,0.375,0.0,0.625,0.5144954323768616
401,nervousness,0.375,0.5,0.125,0.5093076825141907
403,sadness,0.25,0.75,0.0,0.40120282769203186
427,sentiment,0.625,0.25,0.125,0.022894160822033882
433,success,0.875,0.0,0.125,0.36477530002593994
443,needed,0.5,0.25,0.25,0.5850237011909485
460,loved,0.5,0.0,0.5,0.845081627368927
477,oddly,0.5,0.0,0.5,0.5974000096321106
514,troubling,0.125,0.875,0.0,0.20973646640777588
522,happiness,0.0,0.0,1.0,0.46545639634132385
525,coldest,0.25,0.75,0.0,0.5093076825141907
560,nature,0.5,0.0,0.5,0.5488388538360596
579,grip,0.625,0.0,0.375,0.5093076825141907
584,gripped,0.625,0.0,0.375,0.4000794291496277
587,span,0.625,0.0,0.375,0.7751067876815796
607,excellent,0.0,0.0,1.0,0.522983193397522
615,honesty,0.125,0.375,0.5,0.31723931431770325
622,bigger,0.875,0.0,0.125,0.5875798463821411
642,routine,0.75,0.0,0.25,0.5088978409767151
5,vast,0.875,0.125,0.0,0.12029960751533508
2,inaccuracy,0.125,0.75,0.125,0.7662301659584045
10,famed,0.625,0.0,0.375,0.5141623020172119
11,heroic,0.25,0.0,0.75,0.5507994890213013
27,santa,0.75,0.0,0.25,0.29121944308280945
5,period,0.75,0.125,0.125,0.4836199879646301
6,sleaze,0.0,0.75,0.25,0.5828484892845154
8,nostalgic,0.25,0.75,0.0,0.4240921139717102
14,fear,0.125,0.875,0.0,0.21960227191448212
31,exactly,0.875,0.0,0.125,0.5551974177360535
62,oil,0.875,0.125,0.0,0.5093076825141907
64,environmentalism,0.875,0.0,0.125,0.5093076825141907
74,questions,0.625,0.25,0.125,0.4822193682193756
84,scarred,0.25,0.75,0.0,0.5093076825141907
99,provokes,0.5,0.25,0.25,0.19016358256340027
4,explosive,0.25,0.5,0.25,0.6282203197479248
8,fairly,0.625,0.25,0.125,0.45944079756736755
13,pink,0.875,0.125,0.0,0.5913689136505127
2,enlightened,0.25,0.0,0.75,0.5343611240386963
3,pretense,0.875,0.125,0.0,0.5093076825141907
1,constantly,0.625,0.25,0.125,0.7208954095840454
2,disguised,0.875,0.125,0.0,0.3152305483818054
3,vixen,0.5,0.5,0.0,0.5112735033035278
4,ferocious,0.5,0.25,0.25,0.4045528173446655
5,flamboyant,0.5,0.0,0.5,0.4994795322418213
22,gem,0.5,0.0,0.5,0.6639929413795471
26,originally,0.875,0.0,0.125,0.5409231185913086
34,exceptional,0.625,0.125,0.25,0.12203293293714523
39,dialog,0.75,0.0,0.25,0.7177133560180664
142,unarmed,0.5,0.5,0.0,0.794855535030365
176,upbeat,0.25,0.0,0.75,0.47119811177253723
184,review,0.875,0.0,0.125,0.927677571773529
188,spoilers,0.5,0.5,0.0,0.43617889285087585
200,scratched,0.75,0.25,0.0,0.5093076825141907
204,caliber,0.375,0.0,0.625,0.4271431863307953
217,masterpiece,0.875,0.0,0.125,0.5713821053504944
218,wow,0.375,0.375,0.25,0.6130969524383545
3,radiant,0.875,0.0,0.125,0.3409789502620697
6,forceful,0.5,0.5,0.0,0.6670399904251099
8,superior,0.375,0.0,0.625,0.617254912853241
11,limits,0.875,0.125,0.0,0.5872126817703247
4,acclaim,0.375,0.0,0.625,0.621799647808075
11,manage,0.875,0.0,0.125,0.6723616719245911
18,outstanding,0.25,0.0,0.75,0.6079960465431213
30,master,0.375,0.0,0.625,0.4653889536857605
31,ed,0.5,0.5,0.0,0.713262677192688
48,flawed,0.75,0.0,0.25,0.7104918956756592
76,comparable,0.5,0.0,0.5,0.6234872341156006
79,atrocious,0.125,0.875,0.0,0.43961265683174133
81,risk,0.75,0.25,0.0,0.08822434395551682
83,offensive,0.375,0.5,0.125,0.2719705104827881
87,principal,0.625,0.0,0.375,0.5705314874649048
111,resistant,0.875,0.125,0.0,0.5093076825141907
117,neat,0.125,0.375,0.5,0.6016769409179688
131,fried,0.375,0.625,0.0,0.5177285075187683
146,reduced,0.875,0.125,0.0,0.2828017771244049
150,unseemly,0.125,0.75,0.125,0.5093076825141907
160,argonauts,0.875,0.125,0.0,0.5093076825141907
164,pussycats,0.75,0.0,0.25,0.5093076825141907
173,unconvincingly,0.75,0.0,0.25,0.5832074284553528
179,unfortunate,0.125,0.875,0.0,0.367858350276947
199,civil,0.875,0.0,0.125,0.30464401841163635
207,correct,0.375,0.0,0.625,0.5225355625152588
213,shrewd,0.5,0.0,0.5,0.5093076825141907
214,subtlety,0.875,0.125,0.0,0.4413416087627411
228,illustrations,0.875,0.0,0.125,0.5093076825141907
236,convincing,0.25,0.375,0.375,0.6240302920341492
251,ironclad,0.875,0.0,0.125,0.5093076825141907
268,jagged,0.875,0.125,0.0,0.48092690110206604
307,homage,0.5,0.0,0.5,0.6421406269073486
333,mixture,0.875,0.125,0.0,0.01675613783299923
342,magically,0.875,0.0,0.125,0.2177588939666748
343,delicious,0.25,0.0,0.75,0.5408068895339966
347,malarky,0.875,0.0,0.125,0.5093076825141907
351,contrary,0.375,0.0,0.625,0.5792741775512695
356,authentic,0.375,0.0,0.625,0.5985151529312134
400,correctly,0.75,0.0,0.25,0.41910237073898315
454,zillion,0.875,0.125,0.0,0.5093076825141907
458,laden,0.625,0.375,0.0,0.6486659646034241
463,profited,0.625,0.0,0.375,0.5093076825141907
467,tom,0.875,0.0,0.125,0.48885971307754517
469,vice,0.0,0.375,0.625,0.6175510883331299
490,faithful,0.625,0.0,0.375,0.7037979960441589
492,vision,0.5,0.25,0.25,0.6464815139770508
543,stardom,0.625,0.25,0.125,0.4918219745159149
546,confess,0.625,0.375,0.0,0.22002248466014862
558,thoughtfully,0.625,0.0,0.375,0.41214168071746826
563,friend,0.875,0.0,0.125,0.02434249222278595
565,burned,0.875,0.125,0.0,0.4486229121685028
571,malicious,0.125,0.625,0.25,0.4743117690086365
574,able,0.875,0.0,0.125,0.6080849170684814
588,improvement,0.625,0.0,0.375,0.5798102617263794
617,awaits,0.75,0.25,0.0,0.5536707639694214
623,snobs,0.875,0.125,0.0,0.5093076825141907
630,artistry,0.625,0.0,0.375,0.6153057813644409
631,hilarious,0.125,0.5,0.375,0.40253132581710815
1,manipulative,0.75,0.0,0.25,0.49069744348526
14,plain,0.25,0.75,0.0,0.6210554242134094
15,painful,0.125,0.75,0.125,0.4888797700405121
18,cops,0.75,0.25,0.0,0.38909369707107544
41,awesome,0.0,0.125,0.875,0.6214770078659058
44,quality,0.625,0.0,0.375,0.5509332418441772
74,otherwise,0.375,0.125,0.5,0.3995353877544403
79,recommended,0.875,0.125,0.0,0.6093786358833313
89,worshipers,0.75,0.125,0.125,0.5093076825141907
3,manipulation,0.875,0.0,0.125,0.45271411538124084
1,frothy,0.625,0.375,0.0,0.28164467215538025
10,odds,0.25,0.375,0.375,0.5634536147117615
13,ambitions,0.375,0.125,0.5,0.42112094163894653
13,mayhem,0.75,0.25,0.0,0.4382452368736267
21,marginal,0.875,0.0,0.125,0.38561809062957764
28,presently,0.875,0.125,0.0,0.5093076825141907
65,regarding,0.875,0.0,0.125,0.6548812985420227
79,admit,0.875,0.0,0.125,0.41171982884407043
82,idiot,0.875,0.125,0.0,0.13472788035869598
90,imaginative,0.625,0.0,0.375,0.46491143107414246
96,whim,0.75,0.25,0.0,0.5382853150367737
6,temporary,0.375,0.125,0.5,0.47471922636032104
9,insanity,0.375,0.375,0.25,0.19527830183506012
4,virtual,0.5,0.0,0.5,0.4045127034187317
8,virtuosity,0.5,0.0,0.5,0.20768876373767853
15,selective,0.375,0.0,0.625,0.5958076119422913
9,avid,0.375,0.25,0.375,0.5182943344116211
50,misunderstanding,0.5,0.5,0.0,0.45453137159347534
67,hood,0.75,0.25,0.0,0.3643876910209656
78,sharp,0.75,0.0,0.25,0.20198841392993927
81,visually,0.75,0.0,0.25,0.435865581035614
82,sumptuous,0.25,0.0,0.75,0.5173314809799194
89,decidedly,0.75,0.0,0.25,0.5555258393287659
90,sloppy,0.75,0.25,0.0,0.37136557698249817
98,bare,0.375,0.125,0.5,0.3188992440700531
104,prestige,0.625,0.125,0.25,0.36400091648101807
110,unfair,0.25,0.375,0.375,0.3867887258529663
120,rarely,0.875,0.125,0.0,0.49872004985809326
126,warn,0.5,0.5,0.0,0.5298430919647217
2,innocuous,0.25,0.75,0.0,0.3921511173248291
7,apparently,0.375,0.125,0.5,0.5825833082199097
10,villain,0.625,0.375,0.0,0.5703247785568237
19,reinforced,0.875,0.0,0.125,0.39123883843421936
14,worthy,0.125,0.0,0.875,0.24134881794452667
51,wacky,0.625,0.375,0.0,0.75193190574646
55,zany,0.625,0.375,0.0,0.5093076825141907
4,thanks,0.875,0.0,0.125,0.5939954519271851
5,peek,0.875,0.0,0.125,0.4498875141143799
1,distinguished,0.75,0.25,0.0,0.5178177356719971
17,intense,0.625,0.25,0.125,0.411854088306427
47,couple,0.875,0.125,0.0,0.977295458316803
84,innovative,0.5,0.0,0.5,0.725625216960907
90,memorable,0.625,0.125,0.25,0.579332709312439
5,deep,0.625,0.125,0.25,0.41436925530433655
10,lobotomy,0.75,0.0,0.25,0.5162116885185242
5,boys,0.75,0.0,0.25,0.5790355205535889
94,harmony,0.875,0.125,0.0,0.6492308974266052
2,inspector,0.75,0.0,0.25,0.45518797636032104
0,beauty,0.5,0.0,0.5,0.872408926486969
8,sting,0.25,0.75,0.0,0.25154584646224976
36,forgot,0.75,0.0,0.25,0.47063764929771423
0,animated,0.875,0.0,0.125,0.18612241744995117
4,criminal,0.125,0.875,0.0,0.3077203929424286
5,activity,0.875,0.0,0.125,0.5069754123687744
6,peculiar,0.5,0.375,0.125,0.6415053606033325
15,dedicated,0.875,0.0,0.125,0.30295485258102417
18,proposition,0.875,0.125,0.0,0.4678548276424408
19,courage,0.125,0.5,0.375,0.2636853754520416
21,cowardice,0.375,0.5,0.125,0.16863174736499786
9,inactive,0.375,0.625,0.0,0.5093076825141907
4,apocalyptic,0.875,0.125,0.0,0.5444303154945374
10,sport,0.5,0.25,0.25,0.31839773058891296
14,dangerous,0.25,0.75,0.0,0.508675217628479
16,shoot,0.875,0.0,0.125,0.5047109723091125
24,nowhere,0.875,0.125,0.0,0.571285605430603
35,dragged,0.75,0.25,0.0,0.4260421395301819
49,tasteless,0.625,0.25,0.125,0.548137366771698
60,illogical,0.5,0.0,0.5,0.5605505704879761
68,manages,0.875,0.0,0.125,0.2202300876379013
79,jeep,0.625,0.0,0.375,0.5900455713272095
91,brutally,0.75,0.0,0.25,0.16993238031864166
94,resolve,0.5,0.0,0.5,0.4252820312976837
104,fair,0.375,0.0,0.625,0.7035927176475525
106,remains,0.875,0.125,0.0,0.6017425060272217
107,nonetheless,0.375,0.5,0.125,0.5693284869194031
110,suspend,0.625,0.375,0.0,0.5247466564178467
111,disbelief,0.625,0.0,0.375,0.5856117010116577
116,benefit,0.625,0.0,0.375,0.5977348685264587
117,immensely,0.75,0.0,0.25,0.3319166600704193
134,imagination,0.625,0.375,0.0,0.6757915019989014
143,enthusiasts,0.875,0.0,0.125,0.47229519486427307
9,feeble,0.5,0.375,0.125,0.5093076825141907
12,dignity,0.25,0.0,0.75,0.4985431134700775
0,minor,0.125,0.625,0.25,0.45493507385253906
1,shortcomings,0.75,0.25,0.0,0.762198269367218
7,lackadaisical,0.375,0.125,0.5,0.5093076825141907
10,unresolved,0.75,0.125,0.125,0.5651143789291382
12,small,0.625,0.375,0.0,0.8040571212768555
13,matters,0.625,0.25,0.125,0.360996812582016
2,dry,0.75,0.25,0.0,0.6185314059257507
3,lifted,0.625,0.25,0.125,0.5143367052078247
30,liking,0.25,0.25,0.5,0.5279723405838013
45,accept,0.875,0.0,0.125,0.4820641279220581
3,exalt,0.25,0.0,0.75,0.5093076825141907
14,broad,0.625,0.125,0.25,0.6760322451591492
2,martial,0.625,0.125,0.25,0.9523788094520569
8,actual,0.375,0.5,0.125,0.5980829000473022
24,fortunately,0.5,0.0,0.5,0.7609772682189941
35,collectible,0.75,0.125,0.125,0.5093076825141907
7,safe,0.25,0.375,0.375,0.3264569342136383
13,loss,0.75,0.25,0.0,0.5193092226982117
5,amiability,0.125,0.0,0.875,0.5093076825141907
14,dislike,0.5,0.5,0.0,0.4624406695365906
22,outdated,0.25,0.75,0.0,0.4701457917690277
8,seriousness,0.5,0.0,0.5,0.36647164821624756
9,profundity,0.625,0.0,0.375,0.5723333954811096
4,imbecilic,0.625,0.125,0.25,0.41802912950515747
5,intellectual,0.5,0.0,0.5,0.16643251478672028
6,comforting,0.5,0.0,0.5,0.6450567245483398
12,superiority,0.25,0.0,0.75,0.05518823489546776
21,catharsis,0.625,0.0,0.375,0.5529206395149231
48,amusement,0.375,0.5,0.125,0.48380985856056213
57,typical,0.875,0.0,0.125,0.52261883020401
58,sequelae,0.25,0.75,0.0,0.5093076825141907
83,miseries,0.375,0.375,0.25,0.5093076825141907
96,masterpieces,0.875,0.0,0.125,0.4651072919368744
123,pride,0.375,0.0,0.625,0.36182352900505066
0,undisturbed,0.625,0.375,0.0,0.5093076825141907
1,unaffected,0.75,0.125,0.125,0.5015230178833008
2,unaffecting,0.5,0.5,0.0,0.5093076825141907
33,desperately,0.75,0.125,0.125,0.6060123443603516
38,evident,0.375,0.0,0.625,0.5749183297157288
39,horseshit,0.625,0.375,0.0,0.5093076825141907
90,possible,0.5,0.0,0.5,0.43186047673225403
109,independent,0.875,0.0,0.125,0.20433740317821503
127,angry,0.25,0.375,0.375,0.9921121597290039
8,wear,0.75,0.25,0.0,0.3085766136646271
38,ludicrous,0.25,0.25,0.5,0.4523572027683258
46,flaw,0.875,0.125,0.0,0.4671429693698883
56,younger,0.625,0.375,0.0,0.2167305052280426
78,die-hard,0.625,0.375,0.0,0.5466187596321106
7,disenchantment,0.625,0.25,0.125,0.5093076825141907
11,surprising,0.375,0.625,0.0,0.5093076825141907
12,equal,0.875,0.0,0.125,0.5298343300819397
14,votes,0.875,0.0,0.125,0.4875754117965698
35,charismatic,0.5,0.0,0.5,0.454776406288147
39,physically,0.875,0.125,0.0,0.24749235808849335
46,approachable,0.375,0.0,0.625,0.5093076825141907
49,conscious,0.625,0.25,0.125,0.8227190375328064
55,save,0.5,0.0,0.5,0.6491518616676331
56,mess,0.875,0.125,0.0,0.22792363166809082
68,beaten,0.875,0.0,0.125,0.4794332981109619
77,movement,0.875,0.125,0.0,0.5152789354324341
115,experienced,0.5,0.0,0.5,0.5140042901039124
127,finish,0.875,0.125,0.0,0.5751622319221497
26,handful,0.875,0.125,0.0,0.45545634627342224
37,jail,0.875,0.0,0.125,0.40744665265083313
40,soon,0.875,0.125,0.0,0.5544571280479431
44,killed,0.5,0.5,0.0,0.6008173227310181
54,sins,0.875,0.125,0.0,0.5050441026687622
60,dreaded,0.375,0.625,0.0,0.5649018883705139
67,stared,0.875,0.0,0.125,0.5807873010635376
75,decent,0.125,0.0,0.875,0.11153075098991394
77,considering,0.875,0.0,0.125,0.6124622225761414
89,gory,0.625,0.375,0.0,0.15471121668815613
109,demise,0.375,0.625,0.0,0.2609694004058838
19,stillborn,0.75,0.25,0.0,0.5093076825141907
22,randomly,0.625,0.0,0.375,0.4738878905773163
28,aimlessly,0.75,0.0,0.25,0.6492071151733398
40,crib,0.5,0.0,0.5,0.5093076825141907
42,teach,0.5,0.0,0.5,0.46891456842422485
57,fall,0.875,0.0,0.125,0.3611215353012085
45,dainty,0.25,0.0,0.75,0.5093076825141907
5,hospital,0.75,0.0,0.25,0.656333863735199
13,humorous,0.25,0.375,0.375,0.4869595170021057
21,relief,0.875,0.0,0.125,0.5910913944244385
37,reinstated,0.75,0.0,0.25,0.5093076825141907
